Frase,Gabarito (Gold),Claude_sonnet5,respostaGrok4.0Fast,respostasGemini3.1Pro,respostas_gpt5.5_mini
"Um exemplo de a segunda visão em nível estadual é encontrado em a visão de o Supremo Tribunal de a Flórida, que apenas o Supremo Tribunal de a Flórida pode licenciar e regular advogados que comparecem perante os tribunais de a Flórida, e somente o Supremo Tribunal de a Flórida pode definir regras para procedimentos em os tribunais de a Flórida.","⚠ o Supremo Tribunal de a Flórida → pode → licenciar e regular advogados
o Supremo Tribunal de a Flórida → pode licenciar e regular → advogados
⚠ apenas o Supremo Tribunal de a Flórida → pode licenciar e regular → advogados
⚠ o Supremo Tribunal de a Flórida → pode → definir regras para procedimentos em os tribunais de a Flórida
o Supremo Tribunal de a Flórida → pode definir → regras para procedimentos em os tribunais de a Flórida
⚠ o Supremo Tribunal de a Flórida → pode definir regras para → procedimentos em os tribunais de a Flórida
⚠ somente o Supremo Tribunal de a Flórida → pode definir regras para → procedimentos em os tribunais de a Flórida
⚠ Um exemplo de a segunda visão em nível estadual → é → encontrado em a visão de o Supremo Tribunal de a Flórida
Um exemplo de a segunda visão em nível estadual → é encontrado em → a visão de o Supremo Tribunal de a Flórida","✓ Um exemplo da segunda visão em nível estadual → é encontrado em → a visão do Supremo Tribunal da Flórida
✗ o Supremo Tribunal da Flórida → pode licenciar → advogados que comparecem perante os tribunais da Flórida
✗ o Supremo Tribunal da Flórida → pode regular → advogados que comparecem perante os tribunais da Flórida
✓ o Supremo Tribunal da Flórida → pode definir → regras para procedimentos nos tribunais da Flórida",✗ o Supremo Tribunal de a Flórida → pode licenciar e regular → advogados que comparecem perante os tribunais de a Flórida,"✓✓ o Supremo Tribunal de a Flórida → pode licenciar e regular → advogados
✗ o Supremo Tribunal de a Flórida → pode licenciar → advogados
✗ o Supremo Tribunal de a Flórida → pode regular → advogados
✓✓ o Supremo Tribunal de a Flórida → pode definir → regras para procedimentos em os tribunais de a Flórida","✓ Um exemplo de a segunda visão em nível estadual → é encontrado em → a visão do Supremo Tribunal da Flórida
✗ o Supremo Tribunal da Flórida → pode licenciar e regular → advogados que comparecem perante os tribunais da Flórida
✓ o Supremo Tribunal da Flórida → pode definir → regras para procedimentos em os tribunais da Flórida"
"Para satisfazer o ethos contemporâneo, um edifício deve ser construído de uma maneira ambientalmente amigável em termos de produção de seus materiais, seu impacto em o ambiente natural e construído de a área circundante e as demandas que ele faz sobre fontes de energia não sustentáveis para aquecimento, refrigeração, gerenciamento de água e resíduos e iluminação.",um edifício → deve ser construído de → maneira ambientalmente amigável,✗ um edifício → deve ser construído de uma maneira ambientalmente amigável para satisfazer → o ethos contemporâneo,(nenhuma extração),(nenhuma extração),"✓ um edifício → deve ser construído de → uma maneira ambientalmente amigável
✗ um edifício → deve ser construído em termos de → produção de seus materiais
✗ um edifício → deve ser construído em termos de → seu impacto no ambiente natural e construído da área circundante
✗ um edifício → deve ser construído em termos de → as demandas que ele faz sobre fontes de energia não sustentáveis para aquecimento, refrigeração, gerenciamento de água e resíduos e iluminação"
"Uma estrutura grande não pode mais ser o design de uma pessoa, mas deve ser o trabalho de muitos.","⚠ Uma estrutura grande → não pode → mais ser o design de uma pessoa
⚠ Uma estrutura grande → não pode mais ser → o design de uma pessoa",(nenhuma extração),(nenhuma extração),✗ Uma estrutura grande → deve ser → o trabalho de muitos,(nenhuma extração)
"Devido a um excedente em a produção, a economia começou a se expandir, resultando em urbanização, criando áreas urbanas que cresceram e evoluíram muito rapidamente em alguns casos, como o de Çatal Höyük em a Anatólia e o Mohenjo Daro de a civilização de o vale de o Indo em o Paquistão atual.",⚠ a economia → começou a → se expandir,"✗ a economia → começou a se expandir devido a → um excedente na produção
✗ a expansão da economia → resultou em → urbanização
✗ Çatal Höyük → está em → a Anatólia
✗ o Mohenjo Daro → é da → civilização do vale do Indo
✗ o Mohenjo Daro → está em → o Paquistão atual",✗ a economia → começou a se expandir → ,"✗ a economia → começou a se expandir → 
✗ Çatal Höyük → está em → a Anatólia
✗ Mohenjo Daro → é de → a civilização de o vale de o Indo","✗ um excedente em a produção → resultou em → a economia começou a se expandir
✗ a economia → começou a se expandir → 
✗ a expansão da economia → resultou em → urbanização
✗ urbanização → criou → áreas urbanas
✗ áreas urbanas → cresceram e evoluíram → muito rapidamente em alguns casos
✗ áreas urbanas → incluem → Çatal Höyük em a Anatólia
✗ áreas urbanas → incluem → Mohenjo Daro da civilização do vale do Indo no Paquistão atual"
"Como uma divisão dentro de a BBC, a Televisão era conhecida como BBC Vision por alguns anos em o início de o século 21, até que seu nome voltou a a Televisão em 2013.","⚠ a Televisão → era → conhecida como BBC Vision
a Televisão → era conhecida como → BBC Vision","✗ a Televisão → é → uma divisão dentro da BBC
✓✓ a Televisão → era conhecida como → BBC Vision
✗ a Televisão → foi conhecida como BBC Vision no início de → o século 21
✗ o nome da Televisão → voltou a Televisão em → 2013",✓✓ a Televisão → era conhecida como → BBC Vision,"✓✓ a Televisão → era conhecida como → BBC Vision
✗ a Televisão → era uma divisão dentro de → a BBC","✗ a Televisão → é uma divisão dentro de → a BBC
✓✓ a Televisão → era conhecida como → BBC Vision
✗ o nome de a Televisão → voltou a → a Televisão em 2013"
"O professor de direito de a Universidade Columbia, Michael Dorf, observou que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo, observando A lei é muito clara, mas não é 100 % claro que os tribunais aplicariam essa lei em vez de deixá-la em liberdade.","⚠ o possível processo de Schwarzenegger → poderia → finalmente lhe conceder o direito de concorrer a o cargo
⚠ o possível processo de Schwarzenegger → poderia finalmente lhe conceder → o direito de concorrer a o cargo","✗ Michael Dorf → é → o professor de direito da Universidade Columbia
✗ Michael Dorf → observou que → o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer ao cargo",✗ Michael Dorf → observou → que o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer a o cargo,✗ Michael Dorf → é → professor de direito de a Universidade Columbia,"✗ Michael Dorf → é → o professor de direito da Universidade Columbia
✗ Michael Dorf → observou que → o possível processo de Schwarzenegger poderia finalmente lhe conceder o direito de concorrer ao cargo"
"Schwarzenegger conheceu Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977, e teve um relacionamento com as duas mulheres até agosto de 1978, quando Moray (que conhecia seu relacionamento com Shriver) emitiu um ultimato.","Schwarzenegger → conheceu Maria Shriver em → o torneio de tênis Robert F. Kennedy
Schwarzenegger → conheceu → Maria Shriver
Schwarzenegger → conheceu → Maria Shriver em o torneio de tênis Robert F. Kennedy
Moray → emitiu → um ultimato","✓✓ Schwarzenegger → conheceu → Maria Shriver
✓✓ Schwarzenegger → conheceu Maria Shriver em → o torneio de tênis Robert F. Kennedy
✗ Schwarzenegger → conheceu Maria Shriver em → agosto de 1977
✗ Schwarzenegger → teve um relacionamento com → as duas mulheres
✗ Schwarzenegger → teve um relacionamento com as duas mulheres até → agosto de 1978
✗ Moray → conhecia → o relacionamento de Schwarzenegger com Shriver
✓✓ Moray → emitiu → um ultimato","✓ Schwarzenegger → conheceu → Maria Shriver em o torneio de tênis Robert F. Kennedy, em agosto de 1977","✓✓ Schwarzenegger → conheceu → Maria Shriver
✗ Schwarzenegger → teve → um relacionamento com as duas mulheres
✓✓ Moray → emitiu → um ultimato","✓✓ Schwarzenegger → conheceu → Maria Shriver
✗ Schwarzenegger → teve um relacionamento com → as duas mulheres
✓✓ Moray → emitiu → um ultimato"
"Em 1620, os Padres Peregrinos partiram de Plymouth para o Novo Mundo e estabeleceram a Colônia de Plymouth - o segundo assentamento inglês em o que é hoje os Estados Unidos de a América.","⚠ os Padres Peregrinos → partiram de → Plymouth para o Novo Mundo
⚠ os Padres Peregrinos → partiram de Plymouth para → o Novo Mundo","✗ os Padres Peregrinos → partiram de → Plymouth
✗ os Padres Peregrinos → partiram para → o Novo Mundo
✗ os Padres Peregrinos → partiram em → 1620
✗ os Padres Peregrinos → estabeleceram → a Colônia de Plymouth
✗ a Colônia de Plymouth → era → o segundo assentamento inglês no que é hoje os Estados Unidos da América","✗ os Padres Peregrinos → partiram de → Plymouth
✗ os Padres Peregrinos → estabeleceram → a Colônia de Plymouth","✗ os Padres Peregrinos → estabeleceram → a Colônia de Plymouth
✗ os Padres Peregrinos → partiram de → Plymouth
✗ a Colônia de Plymouth → é → o segundo assentamento inglês em o que é hoje os Estados Unidos de a América","✗ os Padres Peregrinos → partiram de → Plymouth
✗ os Padres Peregrinos → partiram para → o Novo Mundo
✗ os Padres Peregrinos → estabeleceram → a Colônia de Plymouth
✗ a Colônia de Plymouth → é → o segundo assentamento inglês em o que é hoje os Estados Unidos de a América"
"No entanto, a FlyPlymouth planeja reabrir o aeroporto de a cidade até 2018, que fornecerá serviços diários para vários destinos, incluindo Londres.",⚠ a FlyPlymouth → planeja → reabrir o aeroporto de a cidade até 2018,"✗ o aeroporto reaberto da cidade → fornecerá serviços diários para → vários destinos, incluindo Londres",✗ a FlyPlymouth → planeja reabrir → o aeroporto de a cidade até 2018,✗ a FlyPlymouth → planeja reabrir → o aeroporto de a cidade,"✗ a FlyPlymouth → planeja reabrir → o aeroporto da cidade
✗ o aeroporto da cidade → fornecerá → serviços diários para vários destinos, incluindo Londres"
"Como os americanos tinham uma força aérea muito maior que a União Soviética e os Estados Unidos mantinham bases aéreas avançadas perto de o território soviético, em 1947 Stalin ordenou o desenvolvimento de mísseis balísticos intercontinentais (ICBMs) para combater a ameaça americana percebida.",os Estados Unidos → mantinham → bases aéreas avançadas perto de o território soviético,"✗ os americanos → tinham → uma força aérea muito maior que a União Soviética
✓ os Estados Unidos → mantinham → bases aéreas avançadas perto do território soviético
✗ Stalin → ordenou → o desenvolvimento de mísseis balísticos intercontinentais (ICBMs)
✗ Stalin → ordenou o desenvolvimento de mísseis balísticos intercontinentais em → 1947",✗ Stalin → ordenou → o desenvolvimento de mísseis balísticos intercontinentais em 1947,"✗ Stalin → ordenou o desenvolvimento de → mísseis balísticos intercontinentais
✗ os americanos → tinham → uma força aérea muito maior que a União Soviética
✗ os Estados Unidos → mantinham → bases aéreas avançadas","✗ os americanos → tinham → uma força aérea muito maior que a União Soviética
✓ os Estados Unidos → mantinham → bases aéreas avançadas perto do território soviético
✗ Stalin → ordenou → o desenvolvimento de mísseis balísticos intercontinentais (ICBMs)
✗ o desenvolvimento de mísseis balísticos intercontinentais (ICBMs) → foi para combater → a ameaça americana percebida"
Uma torneira de cervejaria é a saída mais próxima para as cervejas de uma cervejaria.,Uma torneira de cervejaria → é → a saída mais próxima para as cervejas de uma cervejaria,✓✓ Uma torneira de cervejaria → é → a saída mais próxima para as cervejas de uma cervejaria,✓✓ Uma torneira de cervejaria → é → a saída mais próxima para as cervejas de uma cervejaria,✓✓ Uma torneira de cervejaria → é → a saída mais próxima para as cervejas de uma cervejaria,✓✓ Uma torneira de cervejaria → é → a saída mais próxima para as cervejas de uma cervejaria
A CAMRA mantém um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos.,"A CAMRA → mantém → um Inventário Nacional de notabilidade histórica
A CAMRA → mantém → um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos",✓✓ A CAMRA → mantém → um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos,✓✓ A CAMRA → mantém → um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos,✓✓ A CAMRA → mantém → um Inventário Nacional de notabilidade histórica e de bares arquitetônicos e decorativos,"✓✓ A CAMRA → mantém → um Inventário Nacional de notabilidade histórica
✓ A CAMRA → mantém → um Inventário Nacional de bares arquitetônicos e decorativos"
"O pub mais alto de o Reino Unido é o Tan Hill Inn, Yorkshire, a 528 m acima de o nível de o mar.",O pub mais alto de o Reino Unido → é → o Tan Hill Inn,"✓ O pub mais alto do Reino Unido → é → o Tan Hill Inn
✗ o Tan Hill Inn → está em → Yorkshire
✗ o Tan Hill Inn → está a → 528 m acima do nível do mar","✓ O pub mais alto de o Reino Unido → é → o Tan Hill Inn, Yorkshire",✓✓ O pub mais alto de o Reino Unido → é → o Tan Hill Inn,"✓ O pub mais alto do Reino Unido → é → o Tan Hill Inn, Yorkshire
✗ o Tan Hill Inn, Yorkshire → está a → 528 m acima do nível do mar"
"O executivo de a RCA Victor Records, Ted Wallerstein, convenceu o chefe de a CBS William S. Paley a comprar a ARC e Paley fez de Wallerstein o chefe de a recém-adquirida gravadora.","Paley → fez de → Wallerstein o chefe de a recém-adquirida gravadora
⚠ Paley → fez de Wallerstein → o chefe de a recém-adquirida gravadora","✗ Ted Wallerstein → era → o executivo da RCA Victor Records
✗ William S. Paley → era → o chefe da CBS
✗ Ted Wallerstein → convenceu → William S. Paley
✗ Ted Wallerstein → convenceu William S. Paley a comprar → a ARC
✓ Paley → fez de Wallerstein → o chefe da recém-adquirida gravadora",✗ Ted Wallerstein → convenceu → o chefe de a CBS William S. Paley a comprar a ARC,"✗ Ted Wallerstein → convenceu → William S. Paley
✗ Ted Wallerstein → é → o executivo de a RCA Victor Records
✗ William S. Paley → é → o chefe de a CBS
✗ Ted Wallerstein → convenceu → William S. Paley a comprar a ARC","✗ Ted Wallerstein → era executivo de → a RCA Victor Records
✗ Ted Wallerstein → convenceu → William S. Paley
✗ William S. Paley → era chefe de → a CBS
✗ William S. Paley → comprar → a ARC
✓ Paley → fez de Wallerstein → o chefe da recém-adquirida gravadora"
Os procariontes (bactérias e arquéias) normalmente armazenam seus genomas em um único cromossomo circular grande.,"⚠ Os procariontes → armazenam → seus genomas em um único cromossomo circular grande
Os procariontes → normalmente armazenam → seus genomas em um único cromossomo circular grande","✗ Os procariontes → são → bactérias e arquéias
✗ Os procariontes → normalmente armazenam seus genomas em → um único cromossomo circular grande",✓✓ Os procariontes → normalmente armazenam → seus genomas em um único cromossomo circular grande,"✗ Os procariontes → armazenam seus genomas em → um único cromossomo circular grande
✗ Os procariontes → são → bactérias e arquéias","✗ Os procariontes → incluem → bactérias e arquéias
✗ Os procariontes → normalmente armazenam → seus genomas
✗ seus genomas → em → um único cromossomo circular grande"
"A ABC vendeu sua divisão de discos para a MCA Records em 1979 e, em 1986, a empresa controladora de a NBC, RCA, foi vendida para a General Electric, que depois vendeu todas as outras unidades de a RCA, incluindo a divisão de discos (que foi comprada por a Ariola Records, mais tarde conhecida como BMG).","A ABC → vendeu → sua divisão de discos para a MCA Records
A ABC → vendeu → sua divisão de discos
A ABC → vendeu sua divisão de discos para → a MCA Records","✓✓ A ABC → vendeu → sua divisão de discos
✓✓ A ABC → vendeu sua divisão de discos para → a MCA Records
✗ A ABC → vendeu sua divisão de discos em → 1979
✗ RCA → era → a empresa controladora da NBC
✗ RCA → foi vendida para → a General Electric
✗ RCA → foi vendida para a General Electric em → 1986
✗ a General Electric → vendeu → todas as outras unidades da RCA
✗ a divisão de discos da RCA → foi comprada por → a Ariola Records
✗ a Ariola Records → foi mais tarde conhecida como → BMG",✓ A ABC → vendeu → sua divisão de discos para a MCA Records em 1979,"✓ A ABC → vendeu → a divisão de discos de a ABC
✓ A ABC → vendeu → a divisão de discos de a ABC para a MCA Records
✗ RCA → é → a empresa controladora de a NBC
✗ RCA → foi vendida para → a General Electric","✓✓ A ABC → vendeu → sua divisão de discos
✗ A ABC → vendeu para → a MCA Records
✗ a empresa controladora de a NBC, RCA → foi vendida para → a General Electric
✗ a General Electric → vendeu → todas as outras unidades de a RCA
✗ a divisão de discos → foi comprada por → a Ariola Records
✗ a Ariola Records → mais tarde conhecida como → BMG"
"A Universidade Nazarena de o Sul, fundada por a Igreja de o Nazareno, é uma universidade localizada em o subúrbio de Betânia, cercada pelos limites de a cidade de Oklahoma City.",A Universidade Nazarena de o Sul → é → uma universidade localizada em o subúrbio de Betânia,"✗ A Universidade Nazarena do Sul → foi fundada por → a Igreja do Nazareno
✓ A Universidade Nazarena do Sul → é → uma universidade localizada no subúrbio de Betânia
✗ o subúrbio de Betânia → é cercado pelos limites de → a cidade de Oklahoma City",✓✓ A Universidade Nazarena de o Sul → é → uma universidade localizada em o subúrbio de Betânia,"✗ A Universidade Nazarena de o Sul → é fundada por → a Igreja de o Nazareno
✓✓ A Universidade Nazarena de o Sul → é → uma universidade localizada em o subúrbio de Betânia","✗ A Universidade Nazarena de o Sul → foi fundada por → a Igreja de o Nazareno
✗ A Universidade Nazarena de o Sul → é → uma universidade
✗ A Universidade Nazarena de o Sul → está localizada em → o subúrbio de Betânia
✗ A Universidade Nazarena de o Sul → é cercada pelos limites de → a cidade de Oklahoma City"
"Oklahoma City é o lar de o maior distrito escolar de o estado, as Escolas Públicas de Oklahoma City.",⚠ Oklahoma City → é → o lar de o maior distrito escolar de o estado,"✗ Oklahoma City → é o lar de → o maior distrito escolar do estado
✗ o maior distrito escolar do estado → é → as Escolas Públicas de Oklahoma City",✗ Oklahoma City → é o lar de → o maior distrito escolar de o estado,"✗ Oklahoma City → é o lar de → o maior distrito escolar de o estado
✗ o maior distrito escolar de o estado → é → as Escolas Públicas de Oklahoma City","✗ Oklahoma City → é o lar de → o maior distrito escolar do estado
✗ o maior distrito escolar do estado → é → as Escolas Públicas de Oklahoma City"
A Rádio WKY de Oklahoma City foi a primeira estação de rádio a transmitir a oeste de o rio Mississippi e a terceira estação de rádio em os Estados Unidos.,"A Rádio WKY de Oklahoma City → foi → a primeira estação de rádio a transmitir a oeste de o rio Mississippi
A Rádio WKY de Oklahoma City → foi → a terceira estação de rádio em os Estados Unidos","✓ A Rádio WKY de Oklahoma City → foi → a primeira estação de rádio a transmitir a oeste do rio Mississippi
✓ A Rádio WKY de Oklahoma City → foi → a terceira estação de rádio nos Estados Unidos",✓✓ A Rádio WKY de Oklahoma City → foi → a primeira estação de rádio a transmitir a oeste de o rio Mississippi,"✓✓ A Rádio WKY de Oklahoma City → foi → a primeira estação de rádio a transmitir a oeste de o rio Mississippi
✓✓ A Rádio WKY de Oklahoma City → foi → a terceira estação de rádio em os Estados Unidos","✓ A Rádio WKY de Oklahoma City → foi → a primeira estação de rádio a transmitir a oeste do rio Mississippi
✓✓ A Rádio WKY de Oklahoma City → foi → a terceira estação de rádio em os Estados Unidos"
"Oklahoma City é servida por dois aeroportos principais, o Will Rogers World Airport e o muito menor Wiley Post Airport (aliás, os dois homenageados morreram em o mesmo acidente de avião em o Alasca) Will Rogers World Airport é o aeroporto comercial mais movimentado de o estado, com mais de 3,6 milhões passageiros anualmente.","⚠ Oklahoma City → é → servida por dois aeroportos principais
Oklahoma City → é servida por → dois aeroportos principais","✗ Oklahoma City → é servida por → o Will Rogers World Airport
✗ Oklahoma City → é servida por → o muito menor Wiley Post Airport
✗ os dois homenageados → morreram em → o mesmo acidente de avião no Alasca
✗ Will Rogers World Airport → é → o aeroporto comercial mais movimentado do estado
✗ Will Rogers World Airport → atende mais de → 3,6 milhões de passageiros anualmente",✓✓ Oklahoma City → é servida por → dois aeroportos principais,✗ Will Rogers World Airport → é → o aeroporto comercial mais movimentado de o estado,"✓✓ Oklahoma City → é servida por → dois aeroportos principais
✗ Oklahoma City → é servida por → o Will Rogers World Airport
✗ Oklahoma City → é servida por → o muito menor Wiley Post Airport
✗ Will Rogers e Wiley Post → morreram em → o mesmo acidente de avião em o Alasca
✗ Will Rogers World Airport → é → o aeroporto comercial mais movimentado de o estado
✗ Will Rogers World Airport → atende → mais de 3,6 milhões de passageiros anualmente"
"Oklahoma City é o lar de várias equipes de esportes profissionais, incluindo o Oklahoma City Trovão de a National Basketball Association.",⚠ Oklahoma City → é → o lar de várias equipes de esportes profissionais,"✗ Oklahoma City → é o lar de → várias equipes de esportes profissionais
✗ várias equipes de esportes profissionais de Oklahoma City → incluem → o Oklahoma City Trovão da National Basketball Association",✗ Oklahoma City → é o lar de → várias equipes de esportes profissionais,✗ Oklahoma City → é o lar de → várias equipes de esportes profissionais,"✗ Oklahoma City → é o lar de → várias equipes de esportes profissionais
✗ Oklahoma City → é o lar de → o Oklahoma City Trovão da National Basketball Association"
Draper de o Lago Stanley é o maior e mais remoto lago de a cidade.,Draper de o Lago Stanley → é → o maior e mais remoto lago de a cidade,✓ Draper do Lago Stanley → é → o maior e mais remoto lago da cidade,✓✓ Draper de o Lago Stanley → é → o maior e mais remoto lago de a cidade,"✓✓ Draper de o Lago Stanley → é → o maior e mais remoto lago de a cidade
✗ Draper de o Lago Stanley → é → o maior lago de a cidade
✗ Draper de o Lago Stanley → é → o mais remoto lago de a cidade",✓ Draper do Lago Stanley → é → o maior e mais remoto lago da cidade
"A Faculdade Comunitária de Oklahoma City, em o sul de Oklahoma City, é a segunda maior faculdade comunitária de o estado.:",A Faculdade Comunitária de Oklahoma City → é → a segunda maior faculdade comunitária de o estado,"✗ A Faculdade Comunitária de Oklahoma City → está em → o sul de Oklahoma City
✓ A Faculdade Comunitária de Oklahoma City → é → a segunda maior faculdade comunitária do estado",✓✓ A Faculdade Comunitária de Oklahoma City → é → a segunda maior faculdade comunitária de o estado,✓✓ A Faculdade Comunitária de Oklahoma City → é → a segunda maior faculdade comunitária de o estado,"✗ A Faculdade Comunitária de Oklahoma City → está em → o sul de Oklahoma City
✓ A Faculdade Comunitária de Oklahoma City → é → a segunda maior faculdade comunitária do estado"
"O UNFPA trabalha em parceria com os governos, juntamente com outras agências de as Nações Unidas, comunidades, ONGs, fundações e setor privado, para aumentar a conscientização e mobilizar o apoio e os recursos necessários para cumprir sua missão de promover os direitos e a saúde de as mulheres e jovens.",⚠ O UNFPA → trabalha em → parceria com os governos,"✗ O UNFPA → trabalha em parceria com → os governos
✗ O UNFPA → trabalha em parceria com → outras agências das Nações Unidas
✗ O UNFPA → trabalha em parceria com → comunidades
✗ O UNFPA → trabalha em parceria com → ONGs
✗ O UNFPA → trabalha em parceria com → fundações
✗ O UNFPA → trabalha em parceria com → setor privado
✗ O UNFPA → tem a missão de promover → os direitos das mulheres e jovens
✗ O UNFPA → tem a missão de promover → a saúde das mulheres e jovens",✗ O UNFPA → trabalha em parceria com → os governos,✗ O UNFPA → trabalha em parceria com → os governos,"✗ O UNFPA → trabalha em parceria com → os governos
✗ O UNFPA → trabalha em parceria com → outras agências de as Nações Unidas
✗ O UNFPA → trabalha em parceria com → comunidades
✗ O UNFPA → trabalha em parceria com → ONGs
✗ O UNFPA → trabalha em parceria com → fundações
✗ O UNFPA → trabalha em parceria com → o setor privado
✗ O UNFPA → trabalha para aumentar → a conscientização
✗ O UNFPA → trabalha para mobilizar → o apoio e os recursos necessários
✗ O UNFPA → tem como missão → promover os direitos e a saúde de as mulheres e jovens"
"Em 30 de dezembro de 1922, o Primeiro Congresso de os Sovietes de a URSS aprovou o Tratado sobre a Criação de a URSS, por o qual a Rússia se uniu a a República Socialista Soviética de a Ucrânia, República Socialista Soviética de a Bielorrússia e República Socialista Federal Soviética de a Transcaucásia.",o Primeiro Congresso de os Sovietes de a URSS → aprovou → o Tratado sobre a Criação de a URSS,"✓ o Primeiro Congresso dos Sovietes da URSS → aprovou → o Tratado sobre a Criação da URSS
✗ o Primeiro Congresso dos Sovietes da URSS → aprovou o Tratado sobre a Criação da URSS em → 30 de dezembro de 1922
✗ a Rússia → se uniu a → a República Socialista Soviética da Ucrânia
✗ a Rússia → se uniu a → a República Socialista Soviética da Bielorrússia
✗ a Rússia → se uniu a → a República Socialista Federal Soviética da Transcaucásia",✓ o Primeiro Congresso de os Sovietes de a URSS → aprovou → o Tratado sobre a Criação de a URSS em 30 de dezembro de 1922,"✓✓ o Primeiro Congresso de os Sovietes de a URSS → aprovou → o Tratado sobre a Criação de a URSS
✗ a Rússia → se uniu a → a República Socialista Soviética de a Ucrânia","✓✓ o Primeiro Congresso de os Sovietes de a URSS → aprovou → o Tratado sobre a Criação de a URSS
✗ a Rússia → se uniu a → a República Socialista Soviética de a Ucrânia
✗ a Rússia → se uniu a → a República Socialista Soviética de a Bielorrússia
✗ a Rússia → se uniu a → a República Socialista Federal Soviética de a Transcaucásia"
"A Universal possuía os direitos de o personagem Oswald, o Coelho de a Sorte, embora Walt Disney e Ub Iwerks tivessem criado Oswald, e seus filmes tivessem desfrutado de uma exibição teatral de sucesso.",⚠ Walt Disney e Ub Iwerks → tivessem criado → Oswald,"✗ A Universal → possuía → os direitos do personagem Oswald, o Coelho da Sorte
✗ Walt Disney → criou → Oswald
✗ Ub Iwerks → criou → Oswald
✗ os filmes de Oswald → desfrutaram de → uma exibição teatral de sucesso","✗ A Universal → possuía → os direitos de o personagem Oswald, o Coelho de a Sorte","✗ A Universal → possuía → os direitos de o personagem Oswald
✗ Oswald → é → o Coelho de a Sorte
✗ Walt Disney → criou → Oswald","✗ A Universal → possuía os direitos de → o personagem Oswald, o Coelho da Sorte
✗ Walt Disney e Ub Iwerks → criaram → Oswald
✗ os filmes de Walt Disney e Ub Iwerks → desfrutaram de → uma exibição teatral de sucesso"
"A cantora adolescente Deanna Durbin estrelou o primeiro filme americano de Pasternak, Three Smart Girls (1936).","Deanna Durbin → estrelou → o primeiro filme americano de Pasternak
A cantora adolescente Deanna Durbin → estrelou → o primeiro filme americano de Pasternak","✗ Deanna Durbin → era → a cantora adolescente
✓✓ Deanna Durbin → estrelou → o primeiro filme americano de Pasternak
✗ o primeiro filme americano de Pasternak → é → Three Smart Girls (1936)",✓✓ A cantora adolescente Deanna Durbin → estrelou → o primeiro filme americano de Pasternak,"✓✓ Deanna Durbin → estrelou → o primeiro filme americano de Pasternak
✗ Deanna Durbin → é → uma cantora adolescente","✓✓ A cantora adolescente Deanna Durbin → estrelou → o primeiro filme americano de Pasternak
✗ o primeiro filme americano de Pasternak → é → Three Smart Girls (1936)"
"Na esperança de construir um império de entretenimento em torno de a Universal, a Seagram comprou a PolyGram em 1999 e outras propriedades de entretenimento, mas os lucros flutuantes característicos de Hollywood não substituíram o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont.","a Seagram → comprou → a PolyGram em 1999
⚠ a Seagram → comprou → a PolyGram em 1999 e outras propriedades de entretenimento
os lucros flutuantes característicos de Hollywood → não substituíram → o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont","✗ a Seagram → comprou → a PolyGram
✗ a Seagram → comprou a PolyGram em → 1999
✗ a Seagram → comprou → outras propriedades de entretenimento
✓ os lucros flutuantes característicos de Hollywood → não substituíram → o fluxo de renda confiável obtido com as ações anteriormente detidas na DuPont",✓✓ a Seagram → comprou → a PolyGram em 1999,✗ a Seagram → comprou → a PolyGram,"✗ a Seagram → comprou → a PolyGram
✗ a Seagram → comprou → outras propriedades de entretenimento
✓✓ os lucros flutuantes característicos de Hollywood → não substituíram → o fluxo de renda confiável obtido com as ações anteriormente detidas em a DuPont"
